review_text,Sub - Category
good stay small but elegant rooms.,Satisfaction
"good stay nice hotel, location is also okay, rooms were smallish but tidy. overall a bit expensive, but nice hotel",Satisfaction
all major markets and tourist attractions are in close proximity.,Satisfaction
"the hotel offers an amazing experience with top-notch service and excellent hospitality. the rooms are exceptionally neat, clean, and comfortable, creating a relaxing atmosphere.",Delight
it's in the industrial area and considerably close to tourist places.,Satisfaction
nice hotel great location. very clean rooms and hotel surroundings.,Delight
excellent stay a very good and ambient place for stay,Delight
hotel is quite near to the prominent places and the rooms are pretty good.,Delight
the parminder singh hotel hotel service is very good.,Delight
good stay nice and well maintained hotel with proper highness,Satisfaction
"room service was prompt and efficient, and the staff were exceptionally courteous and helpful throughout my visit. i highly recommend this place for anyone looking for a comfortable and pleasant stay in chandigarh",Delight
"good stay it is near to elante mall, but the only drawback the hotel has is the size of the rooms.",neutral
"food is also okay and some of the items were very good, basic amenities have been provided, that is the good part and timely service by hotel staff",Satisfaction
hotel is located in a peaceful location. hotel is located in a peaceful location.,Delight
good hotel the hotel is clean and hygienic with good food quality in breakfast.i would recommend it for work stays,Delight
excellent stay everything about my hotel stay was perfect.,Delight
hotel is well located in industrial area suited for business stays as well leisure travel,Satisfaction
rooms are cozy and comfortable,Satisfaction
"very good hotel my stay at hometel and had a truly pleasant experience. the location of the hotel was ideal—close to everything i needed, including shops, cafes, and public transport, yet quiet enough to provide a restful retreat.",Delight
"the hotel offers great food, great service, nice warm hospitality with very welcoming and friendly staff. not to forget the location of the hotel is right next to elante mall.",Delight
excellent stay very good hotel. i liked this hotel to stay.,Delight
the location is ideal—centrally located with easy access to key areas in chandigarh.,Satisfaction
excellent stay a very good hotel with great cleanliness and corporative team.,Delight
excellent stay rooms were very neat and clean pleasant stay,Delight
"excellent stay the property is located in the industrial area of the city and has a big shopping mall, elante at walking distance. rooms are neat and the hotel has ample parking space.",Delight
"my stay at sarovar hotel at chandigarh nice location, easy to locate, good ambience, courteous staff, ease of checking in / out, good food...",Delight
"clean hotel, nice location we stayed there for 2 nights. location is good.",Satisfaction
ideal for business traveller.,Satisfaction
poor policy the hotel did not allow visitors after 9 pm this led to my friends waiting in the lobby,Disappointment
"excellent stay everything at hotel was excellent including amenities, staff, location and services .",Delight
"nice property, cooperative staff, cleanliness, open environment, comfortable interiors and overall good hotel to stay.",Delight
"the food was delicious, and the location was very convenient.",Delight
good good accommodation with clean and hygienic rooms.,Satisfaction
too small rooms hotel is like ginger.,Disappointment
hotel has sufficient amenities for your stay.,Disappointment
"nice 4 start hotel good , food was nice , amenities were nice and service also perfect",Satisfaction
"delightful sta ""my stay at was very pleasant, with a comfortable room, friendly staff, and a convenient location for exploring the city.",Delight
however in recent times i have observed that the service level of the hotel is going a bit down. rooms are giving old vibes and hotel has not had an upgrade in their rooms as i am staying here from last 4 years. overall hotel is good but can be improved.,neutral
good food and very friendly staff and very hygienic hotel.,Satisfaction
"the location, staff, food, amenities is all super good.",Satisfaction
"very nice experience very nice hotel, very good and sincere staff.",Satisfaction
nice hotel good hotel and good food with late night option.,Satisfaction
location of the property makes it convenient to reach anywhere easily.,Satisfaction
"i checked into this hotel as part of my break journey owing to a long road trip. unlike other hotels the reception lobby is at the 2nd floor. overall, the hotel looks old with very basic furniture and not worth the charge of rs 5000 for room only.",Disappointment
the hotel was clean and the staff was very supportive and helpful.,Satisfaction
perfect stay good hospitality good people good food keep up a good job well situated location room are clean breakfast is also very good lot of varity of food,Delight
"excellent stay atty was good, hotel is at great location and has ample parking space.",Delight
the location is also good.,Satisfaction
lovely and amazing hotel. hotel is the good location and suitable for family member. room was big and quality of food was good with reasonable price stayed in this hotel last week had a wonderful experience with this hotel. staff in this hotel is very friendly.,Delight
"average stay rooms are too cosy and buffet menu is too squeezed, no toiletries in bathroom, it's a budget hotel for business travelers for overnight stay",Satisfaction
excellent stay hotel is located in very good location near elante mall.,Delight
excellent stay the property situated at exact location.,Delight
hotel staff was very courteous and friendly.,Satisfaction
location too is very convenient. recommend this place for business travellers,Delight
good stay the hotel is located centrally with elante mall and market at walking distance. the rooms are compact and suitable for business travellers.,Satisfaction
location is also close to city as well as airport,Satisfaction
every prime and important seeing points were close to the hotel.,Satisfaction
best place to stay with best facilities awesome room.,Delight
great stay option in chandigarh very nice hotel with small but comfortable rooms.,Delight
"pleasant & friendly stay excellent location, close to a mall.",Satisfaction
location is also very good.,Satisfaction
"great stay the stay was awesome, great hotel, neat rooms, neat and clean washroom.",Delight
lovely rooms great hospitality lovely rooms with all the amenities.,Satisfaction
"poor stay very bad hotel, no space is room, no taste in food and they have no space to stay driver.",Disappointment
"nice experience, it was indeed a nice experience there at this hotel.",Satisfaction
"food, location and mostly the cleanliness of hotel is awesome . i recommend this hotel to everyone who is visiting chandigarh and looking for a great stay with awesome amenities.",Delight
excellent stay location is very ideal for visit purpose. rooms are near clean service is excellent restaurants view & food is best.,Delight
happy staycation we really liked the stay and services on the hotel.,Delight
easy access to near by shopping malls and market.,Delight
"overall our experience was very nice, we would like to stay again in this hotel.",Delight
"it's a nice property, hotel staff was very polite and helpful.",Satisfaction
"great hotel great location, beautiful surrounding atmosphere, great staff. most friendly and helpful receptionist and staff ever, lovely and great first impression of hotel.",Delight
"good rooms, excellent locatio - excellent location - walking from elante mall
- rooms are clean, good housekeeping and service
- ordered room service, it was good",Delight
great hotel room was neat and clean.,Delight
location of the hotel is excellent.,Delight
"the facilities in the room were well-maintained, contributing to a relaxing experience. from check-in to check-out, the staff members were friendly, helpful, and attentive to my needs, enhancing my overall impression of the hotel. the hotel's attention to detail and willingness to assist guests did not go unnoticed. suggestions for improvement:
while my stay was enjoyable, there are a few areas where the hotel could consider improvements to further enhance the guest experience.",Delight
good for business traveler good hotel for business traveler’s and location is good for the people who wants to visit phase 1 industrial area.,Satisfaction
excellent stay easily accessible to railway station and airport.,Delight
"good location, comfortable stay.",Satisfaction
good to stay and hotel in awesome location. nice hotel and good to stay. excellent break fast and hotel location is awesome.,Satisfaction
"excellent hospitality v good hospitality and very polite staff, excellent food, good ambiance, very good location, very approachable from all locations",Delight
"pleasant property, rooms are neat and clean.",Delight
"good hotel, ambience.",Satisfaction
room are very neat and clean hotel is near by elante mall,Satisfaction
"average stay room was so small & not so good like good hotels, led old, washroom is terrible, just like very cheep hotels, only looks building but stay was not comfortable.",Satisfaction
the rooms are spacious and clean,Satisfaction
the room amenities are also great.,Satisfaction
"other than this, i dis not find anything great about this hotel.",Satisfaction
amazing hotel the hotel offers a great service. the location is easily accessible to all the places at chandigarh.,Delight
concierge facility and nice stay.,Satisfaction
it was a great experience staying at this hotel which is closer to many sightseeing areas in chandigarh and is just 3km away from the railway station.,Delight
"very nice hotel location is very best and property is very nice, hotel is very very clean, staff behaviour is very well.",Delight
good stay good hotel with descent and modern infrastructure.,Satisfaction
excellent stay and room nice hotel and good staff. hotel rooms are neat and clean give your privilege to stay and also ambiance of the hotel.,Delight
good stay hotel and food is good.,Satisfaction
never book this hotel if you want a good comfort.,Satisfaction
please do not book this hotel.,Disappointment
"nice hotel with excellent service nice hotel with excellent service, food is also good.",Delight
a comfortable stay and good location.,Satisfaction
"my stay at hometel, chandigarh for my activity, the hotel is perfect location.",Delight
hotel was also decent but rooms were small but nicely maintained.,Satisfaction
but restaurant and bar is available within property.,neutral
nice property and good service nice property and good service staff was also very helpful and also very good location will recommend this hotel for your stay,Satisfaction
good stay the hotel has very good amenities and the staff is very polite and helpful.,Satisfaction
excellent stay the hotel was excellent for the price.,Delight
"excellent place nice cosy place enjoyed my stay
courteous staff will visit again highly recommended the food was good as well moreover the location of the place is also nice",Delight
perfect business hotel for a short stay stayed over night.,Delight
"also found location of hotel very convenient in proper chandigarh, very close to elante mall.",Satisfaction
location = pretty good. the hotel has a restaurant at 2nd floor.,Satisfaction
"overall, nice hotel.",Satisfaction
my stay very basic corporate hotel.,Satisfaction
nice cozy hotel.,Satisfaction
"average stay i had the pleasure of staying at this hotel for a day, and i must say it's a decent place to consider.",Delight
location of the hotel is also good.,Satisfaction
nice stay hotel is located quiet centrally near elante mall.,Satisfaction
the approach to the hotel about 100 metres is slightly congested. the ambience of the hotel is excellent.,Delight
overall enjoyed my stay at the hotel.,Delight
"good nice hotel and staff, clean room, breakfast, dinner, cheap and best location, near by elante mall, cinema, shopping,",Delight
business visitor nice place to stay having close proximity to rely station and connected to major places.,Satisfaction
a pleasant stay centrally located to all the famous tourist spots.,Satisfaction
"good hotel good room, food and staff. hotel is located near elenta mall",Satisfaction
excellent stay good hotel.,Delight
awesome hotel very good staff and hotel service all excellent food and bar so outstanding care and parcking also available good,Delight
i usually stay at this hotel only.,Satisfaction
"excellent property with very cooperative hotel staff ! # neat and clean hotel
# very delicious food # very supportive and helpful hotel staff
# must visit",Delight
"good hotel nice hotel good food, nice staff, morning breakfast is very good, location is very good near by malls",Satisfaction
hospitality is the best in this category.,Delight
location and accessibility is ok.,Satisfaction
i highly recommend this hotel,Delight
amazing stay this was one of the best hotels i have ever experienced.,Delight
it was a good hotel location of hotel was very good.,Satisfaction
good service hotel staff is very nice and cooperative.,Satisfaction
good hotel for business travelers . nice location and good hotel staff. this is an ideal stay for business travelers.,Satisfaction
g it was a good experience to stay there location of hotel is very good food is also good services of hotel staff also good behaviours of staff is good,Satisfaction
location and service at this hotel are excellent.,Delight
good business hotel this is a good hotel for business stays.,Satisfaction
nice smaller room but with good interior and facility. very good location and facility,Satisfaction
good location with accessibility to nearby places.,Satisfaction
if the hotel has set the prices like rupees they should at-least provide a spacious room,Satisfaction
excellent we experienced a great hospitality in the hotel.,Delight
rooms are very small with small double beds hotel rooms are very small with very small double bed. if you are couple i dont recommend this hotel as you can not sleep comfortably.,Frustation
comfortable stay service of hotel was nice and stay was comfortable.,Satisfaction
the hotel is located within less than 5 min walking distance of elante mall.,Satisfaction
it is a nice hotel and the location is also good. good ambience and nice hotel.,Satisfaction
great for short stay the hotel has ample parking space and is located in the vicinity of elante mall. the hotel and the room was clean and equipped with all basic amenities.,Delight
"hometel hotel stay review the hotel location is quite and calm, yet near to major business houses.",Delight
the location is excellent if u r traveling for work.,Delight
excellent stay the stay in hotel was pleasant and quality of food was excellent,Delight
ideal place for business travelers this perfect place for business people who are looking for all homely service at one place. hotel management and ground staff are always there to help and give best services all the time as soon as you just reach there doors.,Delight
"very clean, well maintained rooms & hotel. very comfortable rooms. excellent location, near to elante mall, thus many access points.",Delight
"best location, good food cooperative staff, best option for business travellers",Delight
nice stay at chandigarh it seems to be a business hotel.,Satisfaction
"very good and comfortable hotel i have been stsying in this hotel for last 4 years, very polite staff, great hotel, very clean rooms, check in was fast, just 5 min walk from elante mall.",Satisfaction
there are better rooms and service available in non-branded hotels at half the price.,Delight
"had a comfy stay came to this hotel because i needed fast internet with lan, only this hotel has this connectivity.",Satisfaction
"excellent experience the hotel was very good especially its location, it is in the mid of chandigarh city and every tourist spot is nearby to it.",Delight
"good hotel very tasty food. rooms though bit small, all facilities accommodated.",Satisfaction
just the problem is with the luxury part of the hotel.,Satisfaction
"good location, variety in breakfast, courteous staff hotel was in good location, very close to elante mall.",Satisfaction
decent hotel for business travel situated at industrial area phase 1 chandigarh with walking distance to elante mall.,Delight
hotel is good.,Satisfaction
location location is very near to business setups makes commutation easy,Satisfaction
"food, location good taste of all foods items, location is prime",Satisfaction
"perfect place for business meetings for business purposes its a good boutique hotel, well maintained good buffet breakfast was there staff was polite",Delight
in the same price of 4000-5000 one can easily get a better hotel with a better location.,Delight
accommodation for a person who is staying longer would be difficult to adjust.,Satisfaction
the breakfast was nice and inclusive.,Satisfaction
"food is excellent. remarkably, it offered a free buffet during the stay.",Delight
food quality was good and service was prompt.,Delight
"food was good, especially tea, which served in the room is exceptional",Delight
food is tasty and its buffet has good variety.,Satisfaction
excellent stay breakfast menu was good.,Delight
"good stay stay was quite comfortable, ambiance was good, quiet place on a higher floor, food was great in the restaurant with excellent service and overall its value for money",Delight
excellent stay the accommodation was impeccable and the food was good.,Delight
food was also tasty and in good quantity.,Satisfaction
the ambience and food is nice.,Satisfaction
good stay location and breakfast varieties are really good. food quality is also good.,Satisfaction
facility was well located and food quality was also good.,Satisfaction
in-room dining was also good.,Satisfaction
excellent stay the overall experience was fine especially the complimentary breakfast had many varieties in cuisines and their service was also extremely satisfying the rooms were also well equipped and clean,Delight
food and breakfast was tasty and delicious.,Delight
average stay the food was very good but rooms are very small.,Satisfaction
hotel serve elaborate all three meals buffet thus giving wide choice of dishes.,Satisfaction
excellent stay thank you for the service and the food.,Delight
"food is of high quality & taste 
the buffet spread of breakfast & dinner is full of variety.",Satisfaction
"the hotel offers an amazing experience with top-notch service and excellent hospitality. the food was absolutely delicious, with a variety of flavors to enjoy.",Satisfaction
"the food was good on day 2 and average on day (note, i only had breakfast buffet).",neutral
dinner was average & with limited options,Satisfaction
food and hospitality was top notch,Satisfaction
"additionally, there are food items placed in your room like chips, soft drinks etc.",Satisfaction
good buffet of breakfast.,Satisfaction
food options are also nearby . food options are also nearby .,Satisfaction
"recommended for stays with family or alone for business pupose and travel stay was comfortable, food was superb, well taken care by staff.",Delight
excellent stay the hotel staff was good and food was great.,Delight
"excellent stay my experience is amazing
very cooperative staff veriety of food options in breakfast and staff was extremely polite and helpful 
i stayed for 9-10 days and it was amazing",Delight
"the dining area was clean and welcoming, and the service was efficient and friendly.",Delight
"breakfast buffet is spread very good, delicious & value for money.",Delight
"the hotel offers great food, great service, nice warm hospitality with very welcoming and friendly staff.",Delight
excellent stay excellent food ..good location..neat and clean rooms!,Delight
"i particularly appreciated the variety and quality of the food at the in-house restaurant. the breakfast buffet had a great spread with both indian and continental options, and everything was fresh and delicious.",Delight
food quality was nice.,Satisfaction
good breakfast buffet and a very lively restaurant.,Satisfaction
"genuine hospitality the restaurant staff provided exceptional service with warm smiles and genuine hospitality. they were attentive, ensuring our dining experience was seamless and enjoyable. i highly recommend this restaurant for its outstanding service and welcoming atmosphere!",Delight
food was also delicious.,Delight
great food great food and ambience.,Delight
breakfast is good this is good hotel with excellent staff support. food is really good.,Delight
food quality and taste is good .,Satisfaction
food was good as well and very prompt.,Delight
food was of very high quality. excellent is the only word i can spell for the tasty breakfast served.,Delight
"restaurant was fine, food spread was good during breakfast.",Satisfaction
the rooms are also clean and the food is v good.,Delight
"the location and service are excellent, but this time, the food was below average.",neutral
must compliment the delicious food they serve in breakfast and otherwise.,Satisfaction
"food is also good, i love the parathas and the serving presentation.",Satisfaction
"the breakfast buffet was particularly impressive, and the overall experience exceeded expectations.",Delight
"very good place for stay very supportive staff, good service, food and amenities. food quality can be improved more considering vegetarian guests.",Delight
food is really good and buffet variety is also good.,Satisfaction
the food quality is also good but heavily priced.,Satisfaction
food is good and rooms are also good,Satisfaction
very hospitable staff and breakfast buffet was amazing very comfortable stay with hospitable staff and delicious food. the breakfast buffet was awesome,Delight
"food is good, offers a
variety of cuisines in the buffets.",Satisfaction
"food was great, service was excellent.",Delight
room was big and quality of food was good with reasonable price stayed in this hotel last week had a wonderful experience with this hotel.,Delight
very good food and breakfast.,Delight
the food is amazing.,Delight
dinner layout and food very good.,Satisfaction
the restaurant is spacious with great tasting food and exceptionally great service by the team ajay and jyoti.,Delight
the breakfast is good and room service was good.,Satisfaction
nice rooms with tasty food. food in dinning and bar too good,Satisfaction
breakfast and food was good.,Satisfaction
the food was very good.,Satisfaction
"food is excellent had dinner buffet which was well laid out
rooms are neat and well maintained",Delight
food is also tasty.,Satisfaction
morning buffet was good,Satisfaction
room in dining service is too good,Satisfaction
"food, location and mostly the cleanliness of hotel is awesome .",Satisfaction
clean place with excellent service and good quality food very neat and clean. food quality is also good.,Delight
even the breakfast buffet is good.,Satisfaction
food is great too but just a healthy feedback that chefs needs to lower oil content to some extent so as to make food more healthy which is tasty already.,Delight
hospitality amazing hospitality and room was cleaned but food are expensive my suggestion is you can order food from outside,Delight
"excellent stay perfect service, quality of food was excellent, fast service, room was clean and beautiful, needed things was provided without asking.",Delight
buffet breakfast is amazing.,Delight
"great hospitality whole staff was very helpful, i have opted for breakfast and dinner, taste of food was very authentic.",Delight
these may include increasing the bed size in the room and updating the menu to include variety in the restaurant.,neutral
food at restaurant also good and affordable.,Satisfaction
breakfast was superb quality and taste.,Satisfaction
restaurant clean and beautiful,Satisfaction
"peaceful and quality stay it's a quiet and cozy place with top class amenities, the dining area is sparkling clean and the food tastes amazing.",Satisfaction
they also serve delicious food.,Delight
the food is quite amazing and worth the money.,Satisfaction
breakfast buffet was adequate.,neutral
nice breakfast buffet and very good quality food.,Satisfaction
"good food, great service stayed for three nights, compact rooms and washromm but food was great, service was more than good.",Delight
breakfast is delicious..hospitality of staff is excellent..no parking problem as well,Delight
average stay overall the stay was comfortable but it could have been more better with the more varieties in buffet and basic amenities.,Satisfaction
restaurant is good.,Satisfaction
"it was clean, stylish, roomy with excellent service in where we had dinner. food was good and great value for money and service was attentive and efficient.",Delight
the breakfast is really tailored to the likes of most cultures.,Satisfaction
buffet breakfast was also very good.,Satisfaction
always include breakfast here. quality of food is good.,Satisfaction
food at restaurant and service was great,Delight
ideal for a business trip with bed and breakfast requirements.,Satisfaction
"i found the service to be exemplary, food to be quite good and overall value to be great!",Satisfaction
the dinner buffet was delicious for the price.,Delight
appreciate quality and variety of buffet breakfast.,Satisfaction
good breakfast and in room dining too.,Satisfaction
"morning buffet breakfast was very good, nice spread with super attentive staff to make your experience wow.",Delight
"up to tha mark in every aspect good breakfast spread and taste, cleanliness upto the mark.",Delight
the morning buffet was also amazing.,Delight
food is tasty. recommend taking breakfast option along with hotel stay as the buffet spread is reasonable.,Delight
"excellent stay very personalised service, comfortable stay and good food choices. the space outside restaurant is also very comfortable.",Delight
food was great and location is ok as it located very close to railway station,Delight
i was staying in the hotel to attend a reception and both the food and the service was good,Delight
food is also decent.,Delight
"the highlight of my visit was undoubtedly the food – truly exceptional. the culinary experience was outstanding, and i enjoyed every bite. while the overall stay was pleasant, it was the delicious food that left a lasting impression",Delight
food was good and with variety of options.,Satisfaction
food quality is good,Satisfaction
"buffet breakfast, lunch and dinner had a variety of items.",Satisfaction
"special mention, the staff and the food is smashing and the good night’s rest with a comfortable setting is priceless.",Satisfaction
"food is good, rooms are small but decent.",Satisfaction
excellent spread forbthe breakfast buffet.,Delight
memorable stay food is awesome. restaurant team is dedicated and hard working.,Satisfaction
"good stay good and all services are good, and no issue to find the destination, breakfast also good and services are good.",Satisfaction
food the taste of food was great. ambiance of restaurant was very good. i really enjoyed the buffet breakfast.,Delight
their food is tasty and served up to mark.,Satisfaction
food is very good though it’s a bit costlier.,neutral
"else ample parking space, good restaurant and and food.",Delight
great comfortable stay good prop-arty food is aousom hospitality is excellent overall everything is good thanks to makemytrip,Delight
food available in the restaurant.,neutral
the staffs are very courteous and the food service is good too. we opted for the superior plus category room including breakfast.,Satisfaction
food good. excellent service at restaurant and housekeeping,Satisfaction
excellent service delicious food.,Delight
buffet dinner was the best with good amount of variety and food was mouth watering.,Satisfaction
the buffet breakfast was also good.,Satisfaction
the food quality and the service was quite good.,Satisfaction
have enjoyed their buffet breakfast which was good and large variety of items with live menu options.,Satisfaction
they can improve on providing complimentary snack.,neutral
also the food was very tasty.,Satisfaction
food quality can be improved more.,neutral
loved the food and service.,Delight
food was yummielicious.,Delight
in-room dining options as well as the breakfast spread is great.,Delight
food was awesome as well.,Satisfaction
the food at restaurant was good but a little on the expensive end.,neutral
food is delicious.,Satisfaction
the variety of food in the restaurant is nice. the food is delicious. restaurant staffs are well mannered.,Delight
food at the breakfast restaurant is delicious.,Delight
the food is good and the staff is hospitable. the buffet cuisine over 2 days was the same - both for breakfast and dinner.,Disappointment
good hotel food seemed overpriced and rooms are a bit small but not really a deal breaker otherwise good experience,neutral
"excellent stay very good stay
neat, clean, good amenities, food is very fresh and delicious, housekeeping staff is courteous.",Delight
good experience good experience liked the ambiance great staff f good food,Satisfaction
"the food served was really good, good and hygienic rooms, enough parking space.",Satisfaction
"great good service nice room
good food",Delight
good hotel very tasty food.,Delight
breakfast provided had wide variety.,Delight
food good buffet options and varieties offered,Delight
"food and room good, healthy and delicious spread of breakfast.",Delight
food is excellent stay food everything is excellent,Delight
breakfast and dinner are good and they change menus everyday,Delight
food excellent taste of all foods,Delight
food facility is fantastic.,Delight
business stay food ambience staff behaviour all is good. food is tasty and served with love.,Delight
i genuinely like the breakfast buffet over here.,Delight
breakfast and dinner buffet has wide variety.,Satisfaction
"the rooms were clean and comfortable, staff was courteous, and the overall ambience was great.",Delight
"good stay overall good stay, good cleanliness, great food, only issue was the bed size..it's a queen size bed",Satisfaction
excellent stay this hotel is 4 star property. its value for money,Satisfaction
"good stay it was good, my room was good, the service seemed okay, the staff was helpful and cooperative, it could be better, but the overall stay seemed okay.",Satisfaction
room rate the room rate was increased everyday even though i have paid in full beforehand.,Disappointment
good stay room size is small as per rent charged,neutral
the room was extremely small and did not offer value for money.,Disappointment
"overall a bit expensive, but nice hotel",neutral
the hotel offers an amazing experience with top-notch service and excellent hospitality.,Delight
"average stay property has average rooms against charges, facilities are not upto the mark & the service standards are not upto the mark of sarovar brand",Satisfaction
poor stay first of all it is expensive for the kind of room structure you get. any guest would assume that they would be included in the hotel package and consume them.,Disappointment
"the room was clean, well-maintained, and had everything i needed for a relaxing stay. room service was prompt and efficient, and the staff were exceptionally courteous and helpful throughout my visit.",Delight
excellent stay a comfortable stay with reasonable price . a comfortable stay with reasonable price .,Delight
superior room the room was very congested and the rest of everything was ok.... according to the price the room is not up to the mark.. good experience.,Delight
very good hotel my stay at hometel and had a truly pleasant experience.,Delight
excellent stay its great .rooms are well maintained and staff is good,Delight
"good stay room size was adequate room service, housekeeping satisfactory.",Satisfaction
rooms are neat and the hotel has ample parking space.,Satisfaction
good stay room was good for the price paid and well cleaned.,Satisfaction
however in recent times i have observed that the service level of the hotel is going a bit down. rooms are giving old vibes and hotel has not had an upgrade in their rooms as i am staying here from last 4 years. my suggestion to the hotel is that please upgrade your rooms a little bit as sometimes i pay upto 5k for a night stay which i feel is not worth. overall hotel is good but can be improved.,Frustation
"while i was checking in, although my mmt voucher mentioned 1+1 guests, the hotel staff still insisted on extra payment. overall, the hotel looks old with very basic furniture and not worth the charge of rs 5000 for room only.",Disappointment
i booked the hotel on makemytrip and got best of the price. room was big and quality of food was good with reasonable price stayed in this hotel last week had a wonderful experience with this hotel.,Delight
"quality of bed, amenities and services were very good.",Delight
a total value for money.,Satisfaction
according to price it's a great stay.,Satisfaction
excellent stay best part is room are very clean comfortable bed good service staff is very good for night stay hometel is the best choice to put money rather than other hotel.,Delight
"good stay it was a nice stay, the location was perfect and accessible, rooms were clean and staff was courteous.",Satisfaction
"a good property it was a great and comfortable stay, food quality was also good.",Satisfaction
"excellent stay very neat and clean property, good room service. overall our experience was very nice, we would like to stay again in this hotel.",Delight
"pleasant stay at hometel overall, my experience was positive, and i found the hotel to be decent in terms of accommodation and amenities. the facilities in the room were well-maintained, contributing to a relaxing experience. from check-in to check-out, the staff members were friendly, helpful, and attentive to my needs, enhancing my overall impression of the hotel. suggestions for improvement:
while my stay was enjoyable, there are a few areas where the hotel could consider improvements to further enhance the guest experience.",Delight
excellent stay property is clean and luxurious.,Delight
"other than this, i dis not find anything great about this hotel. rooms are smaller than expected, food was tasting below average, but the prices are high.",Disappointment
"excellent stay good clean rooms, nice cot and linen.",Delight
excellent stay room was very clean and service was top notch.,Delight
value for money the hotel is nice. i would recommend this hotel for anyone.,Delight
"however, the hotel concierge's exceptional assistance proved invaluable.",Delight
excellent stay loved the way hotel addressed my queries on additional charges.,Delight
excellent stay the hotel was excellent for the price. the rooms and service were excellent.,Delight
"unprofessional night staff and they overcharged in any booking made, never there is price difference between single or double occupancy. i am not rating my stay as terrible because ac was great and overall room was good.",Disappointment
hotel is overpriced as per standards neat and clean room but not good infrastructure. i feel the charges for room is overpriced as per it's value,Disappointment
"average stay i had the pleasure of staying at this hotel for a day, and i must say it's a decent place to consider. while the overall stay was pleasant, it was the delicious food that left a lasting impression",Delight
"value for money stay good for business travelers, nearby mall and market, good location, clean n nice.",Satisfaction
it was a value for money stay & good location near airport room i was allocated was quite small rest all was good.,Satisfaction
"excellent stay nice accommodations, fast service, billing counter take very less time.",Delight
"it was a ok stay i had booked double bed room but the room that was provided to me has 2 single beds joined together, food in room service is too over priced.",Disappointment
"good stay it’s really valuable for money we spent, service was fantastic at hotel, food was slso really good & tastey",Satisfaction
services and amenities provided by them very appreciable.,Satisfaction
over priced ala carte okayish hotel.,Satisfaction
good stay was good and breakfast was delicious however i found hotel a little on the costly side it could have been a little cheaper otherwise everything else was good,Satisfaction
"the staff was also quite friendly and respectful, however, at the time i checked in to the hotel, in my initial interaction with the person at the reception i sensed some change in overall behaviour once i mentioned that i had booked through makemytrip, and after seeing my room, that feeling was even stronger as the ac display was all spoil t and the cooling was not upto the mark and upon my complaining about this to the staff, although they accepted that the display was spoilt, they insisted that the cooling would improve over time, which frankly didn't improve much and they were reluctant to change my room.",Disappointment
good hotel for business travelers . this is an ideal stay for business travelers.,Satisfaction
amenities were good.,Satisfaction
regarding room the room was small as compared to the price. if the hotel has set the prices like rupees they should at-least provide a spacious room,Satisfaction
hospitality was commendable.,Satisfaction
"good stay, great value for money.",Satisfaction
"excellent stay, good food, luxury room, staff, parking, everything was great.",Delight
"hometel it was a short stay, hotel is good, food is costly.",Satisfaction
"very clean, well maintained rooms & hotel.",Satisfaction
average stay over priced hotel.,Satisfaction
and i felt the price i paid for the room was not worth as it was very small.,Disappointment
"value for money the staff courtesy was quite good, wanted to have early check in due to work compulsion. overall value for money.",Satisfaction
"good stay yes it was nice experience, the hotel management and rooms are nice as well as hotel staff very helpful and they provide very quick service.",Delight
"slightly expensive has a very good stay here, wasn’t my first time.",Satisfaction
poor stay the hotel was not worth for the amount you have charged me.,Disappointment
not happy not happy with the prices of the room.,Disappointment
price should be little less as compare to size of room.,Disappointment
the rooms are congested and not worth the price we pay.,Disappointment
only issue was the price of the room was exoensive.,Disappointment
"average stay they are knowingly giving very small room to business travelers, though charges are high. in the same price of 4000-5000 one can easily get a better hotel with a better location.",Frustation
the rooms are not very big but not very small either and are kept clean.,Disappointment
one of the best budget hotels in chandigarh.,Satisfaction
hotel is walking distance from elante giving access to shopping & entertainment,Satisfaction
has a good parking space as well .,Satisfaction
all major markets and tourist attractions are in close proximity. the rooms are adequate and we'll maintained,Satisfaction
amenities were less.,Disappointment
"the room was clean, well-maintained, and had everything i needed for a relaxing stay.",Satisfaction
hotel is located in a peaceful location. food options are also nearby . hotel is located in a peaceful location. food options are also nearby .,Delight
"the location of the hotel was ideal—close to everything i needed, including shops, cafes, and public transport, yet quiet enough to provide a restful retreat.",Delight
"good stay well maintained rooms , amenities are excellent, did it use swimming pool and gym hence cannot comment .",Delight
rooms are excellent.,Delight
clean rooms.should have had a gym as well,neutral
"clean hotel, nice location we stayed there for 2 nights. they have 24 hr room service.",Satisfaction
"good stay property is nice but rooms are very tiny, even for basic room requirements you have to call housekeeping team like dental kit, shaving kit or comb.",neutral
unlike other hotels the reception lobby is at the 2nd floor.,neutral
excellent stay hotel is located in very good location near elante mall. rooms are good. and excellent services from hotel staff !,Delight
nice rooms with tasty food. best place to stay with best facilities awesome room. rooms are really good and staff is very good.,Delight
room is neat and all basics are in place.,Satisfaction
neat and clean rooms.,Satisfaction
"great hotel great location, beautiful surrounding atmosphere, great staff.",Delight
otherwise all other facilities are good. location of the hotel is excellent.,Delight
however the rooms are small.,Disappointment
"must stat excellent service, super tasty breakfast spread, good locality, 300m away from elante mall, clean & tidy rooms, peaceful environment",Delight
